"","X","MES","CONGLOME.x","VIVIENDA.x","HOGAR.x","CODPERSO.x","UBIGEO.x","DOMINIO","ESTRATO.x","CODINFOR.x","P300A","P301A","P207","P507","P513T","P524A1","CONGLOME.y","VIVIENDA.y","HOGAR.y","CODPERSO.y","UBIGEO.y","DOMINIO.y","ESTRATO.y","CODINFOR.y","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"154",154,668870111110106240,6688,70,11,1,110106,"CC",2,2,"Castellano","Secundaria completa","Hombre",4,48,276,6688,70,11,1,110106,2,2,2,2,2,2,2,2,2
"155",155,668885111110106240,6688,85,11,1,110106,"CC",2,1,"Castellano","Superior no universitaria completa","Mujer",3,0,2500,6688,85,11,1,110106,2,2,1,2,2,2,2,2,2
"156",156,6688112111110106112,6688,112,11,1,110106,"CC",2,1,"Castellano","Secundaria completa","Mujer",4,60,287,6688,112,11,1,110106,2,2,1,2,2,2,2,2,2
"157",157,676920111110201216,6769,20,11,1,110201,"CC",2,1,"Castellano","Secundaria incompleta","Mujer",4,48,425,6769,20,11,1,110201,2,2,1,2,2,2,2,2,2
"158",158,676964112110201216,6769,64,11,2,110201,"CC",2,2,"Castellano","Primaria incompleta","Mujer",3,35,50,6769,64,11,2,110201,2,2,2,2,2,2,2,2,2
"159",159,676986111110201216,6769,86,11,1,110201,"CC",2,1,"Castellano","Primaria completa","Hombre",4,48,270,6769,86,11,1,110201,2,2,1,2,2,2,2,2,2
"160",160,6769128111110201344,6769,128,11,1,110201,"CC",2,1,"Castellano","Secundaria completa","Hombre",4,48,350,6769,128,11,1,110201,2,2,1,2,2,2,2,2,2
"161",161,6769191112110200832,6769,191,11,2,110201,"CC",2,2,"Castellano","Primaria incompleta","Mujer",4,48,280,6769,191,11,2,110201,2,2,2,2,2,2,2,2,2
"162",162,680712112110503296,6807,12,11,2,110503,"CC",5,2,"Castellano","Secundaria completa","Mujer",6,48,200,6807,12,11,2,110503,2,5,2,2,2,2,2,2,2
"163",163,680753112110503296,6807,53,11,2,110503,"CC",5,1,"Castellano","Sin nivel","Hombre",4,48,300,6807,53,11,2,110503,2,5,1,2,2,2,2,2,2
"164",164,680753113110503296,6807,53,11,3,110503,"CC",5,3,"Castellano","Secundaria completa","Hombre",4,24,180,6807,53,11,3,110503,2,5,3,2,2,2,2,2,2
"165",165,680779112110503296,6807,79,11,2,110503,"CC",5,2,"Castellano","Superior universitaria completa","Mujer",4,50,500,6807,79,11,2,110503,2,5,2,2,2,2,2,2,2
"166",166,689357111120114560,6893,57,11,1,120114,"SC",2,1,"Castellano","Secundaria completa","Mujer",3,24,325,6893,57,11,1,120114,5,2,1,2,2,2,2,2,2
"167",167,689372111120114560,6893,72,11,1,120114,"SC",2,1,"Castellano","Superior no universitaria completa","Hombre",4,72,1150,6893,72,11,1,120114,5,2,1,2,2,2,2,2,2
"168",168,689372112120114560,6893,72,11,2,120114,"SC",2,2,"Castellano","Superior no universitaria Incompleta","Mujer",4,72,830,6893,72,11,2,120114,5,2,2,2,2,2,2,2,2
"169",169,689372113120114560,6893,72,11,3,120114,"SC",2,3,"Castellano","Superior universitaria completa","Mujer",3,45,930,6893,72,11,3,120114,5,2,3,2,2,2,2,2,2
"170",170,6893126112120114176,6893,126,11,2,120114,"SC",2,2,"Castellano","Superior universitaria completa","Hombre",3,48,1100,6893,126,11,2,120114,5,2,2,2,2,2,2,2,2
"171",171,6893138111120114688,6893,138,11,1,120114,"SC",2,1,"Castellano","Maestria/Doctorado","Hombre",3,40,2000,6893,138,11,1,120114,5,2,1,2,2,2,2,2,2
"172",172,6893138112120114176,6893,138,11,2,120114,"SC",2,1,"Castellano","Maestria/Doctorado","Mujer",3,48,1500,6893,138,11,2,120114,5,2,1,2,2,2,2,2,2
"173",173,69218111120107520,6921,8,11,1,120107,"SC",2,1,"Castellano","Secundaria completa","Hombre",3,21,120,6921,8,11,1,120107,5,2,1,2,2,2,2,2,2
"174",174,692140111120107520,6921,40,11,1,120107,"SC",2,1,"Castellano","Maestria/Doctorado","Mujer",3,60,1000,6921,40,11,1,120107,5,2,1,2,2,2,2,2,2
"175",175,6921118111120107520,6921,118,11,1,120107,"SC",2,1,"Quechua","Superior universitaria completa","Hombre",4,31,150,6921,118,11,1,120107,5,2,1,2,2,2,2,2,2
"176",176,69478113120701544,6947,8,11,3,120701,"SC",4,2,"Castellano","Superior no universitaria completa","Hombre",3,28,1600,6947,8,11,3,120701,5,4,3,2,2,2,2,2,2
"177",177,694756112120701568,6947,56,11,2,120701,"SC",4,2,"Castellano","Primaria incompleta","Mujer",4,18,200,6947,56,11,2,120701,5,4,2,2,2,2,2,2,2
"178",178,694756113120701568,6947,56,11,3,120701,"SC",4,3,"Castellano","Secundaria incompleta","Mujer",4,18,300,6947,56,11,3,120701,5,4,3,2,2,2,2,2,2
"179",179,694756115120701568,6947,56,11,5,120701,"SC",4,5,"Castellano","Superior no universitaria completa","Mujer",3,54,930,6947,56,11,5,120701,5,4,5,2,2,2,2,2,2
"180",180,694756116120701568,6947,56,11,6,120701,"SC",4,6,"Castellano","Superior universitaria completa","Mujer",4,18,75,6947,56,11,6,120701,5,4,6,2,2,2,2,2,2
"181",181,6947103112120701952,6947,103,11,2,120701,"SC",4,2,"Castellano","Superior universitaria completa","Mujer",6,0,250,6947,103,11,2,120701,5,4,2,2,2,2,2,2,2
"182",182,697597111120201600,6975,97,11,1,120201,"SC",5,1,"Castellano","Secundaria completa","Hombre",4,48,240,6975,97,11,1,120201,5,5,1,2,2,2,2,2,2
"183",183,703121121120404608,7031,21,12,1,120404,"SC",6,1,"Castellano","Maestria/Doctorado","Mujer",3,60,3500,7031,21,12,1,120404,5,6,1,2,2,2,2,2,2
"184",184,703121221120404608,7031,21,22,1,120404,"SC",6,1,"Castellano","Básica especial","Mujer",3,0,2000,7031,21,22,1,120404,5,6,1,2,2,2,2,2,2
"185",185,703136111120404608,7031,36,11,1,120404,"SC",6,1,"Castellano","Maestria/Doctorado","Mujer",3,30,1200,7031,36,11,1,120404,5,6,1,2,2,2,2,2,2
"186",186,703150111120404608,7031,50,11,1,120404,"SC",6,1,"Castellano","Superior no universitaria Incompleta","Mujer",4,48,1843,7031,50,11,1,120404,5,6,1,2,2,2,2,2,2
"187",187,703150112120404608,7031,50,11,2,120404,"SC",6,2,"Castellano","Maestria/Doctorado","Mujer",3,40,1200,7031,50,11,2,120404,5,6,2,2,2,2,2,2,2
"188",188,703178111120404608,7031,78,11,1,120404,"SC",6,1,"Castellano","Maestria/Doctorado","Hombre",4,36,1500,7031,78,11,1,120404,5,6,1,2,2,2,2,2,2
"189",189,703178113120404608,7031,78,11,3,120404,"SC",6,3,"Castellano","Maestria/Doctorado","Mujer",3,40,930,7031,78,11,3,120404,5,6,3,2,2,2,2,2,2
"190",190,7031105111120404480,7031,105,11,1,120404,"SC",6,1,"Castellano","Superior no universitaria completa","Hombre",4,45,300,7031,105,11,1,120404,5,6,1,2,2,2,2,2,2
"191",191,7031105113120404480,7031,105,11,3,120404,"SC",6,3,"Castellano","Superior no universitaria completa","Hombre",3,84,2500,7031,105,11,3,120404,5,6,3,2,2,2,2,2,2
"192",192,708953111130105088,7089,53,11,1,130105,"CN",1,1,"Castellano","Superior no universitaria completa","Hombre",3,72,1695,7089,53,11,1,130105,1,1,1,2,2,2,2,2,2
"193",193,7089124113130104832,7089,124,11,3,130105,"CN",1,3,"Castellano","Secundaria completa","Hombre",4,72,1130,7089,124,11,3,130105,1,1,3,2,2,2,2,2,2
"194",194,719560112130207104,7195,60,11,2,130207,"CN",5,2,"Castellano","Secundaria completa","Mujer",4,48,250,7195,60,11,2,130207,1,5,2,2,2,2,2,2,2
"195",195,719572112130207104,7195,72,11,2,130207,"CN",5,3,"Castellano","Secundaria completa","Hombre",4,48,1500,7195,72,11,2,130207,1,5,3,2,2,2,2,2,2
"196",196,719589111130207104,7195,89,11,1,130207,"CN",5,1,"Castellano","Secundaria completa","Hombre",4,34,700,7195,89,11,1,130207,1,5,1,2,2,2,2,2,2
"197",197,7243126111131103232,7243,126,11,1,131103,"SN",7,1,"Castellano","Primaria incompleta","Hombre",4,42,500,7243,126,11,1,131103,4,7,1,2,2,2,2,2,2
"198",198,7243126113131103232,7243,126,11,3,131103,"SN",7,3,"Castellano","Secundaria incompleta","Hombre",4,27,335,7243,126,11,3,131103,4,7,3,2,2,2,2,2,2
"199",199,732215111140101120,7322,15,11,1,140101,"CN",2,1,"Castellano","Maestria/Doctorado","Mujer",3,0,2400,7322,15,11,1,140101,1,2,1,2,2,2,2,2,2
"200",200,732246113140101120,7322,46,11,3,140101,"CN",2,3,"Castellano","Superior universitaria completa","Hombre",3,48,950,7322,46,11,3,140101,1,2,3,2,2,2,2,2,2
"201",201,732262111140101120,7322,62,11,1,140101,"CN",2,1,"Castellano","Secundaria completa","Hombre",4,48,180,7322,62,11,1,140101,1,2,1,2,2,2,2,2,2
"202",202,732293112140101120,7322,93,11,2,140101,"CN",2,2,"Castellano","Superior universitaria completa","Mujer",3,42,180,7322,93,11,2,140101,1,2,2,2,2,2,2,2,2
"203",203,732623111140101120,7326,23,11,1,140101,"CN",2,1,"Castellano","Superior no universitaria completa","Hombre",3,84,3243,7326,23,11,1,140101,1,2,1,2,2,2,2,2,2
"204",204,732681112140101120,7326,81,11,2,140101,"CN",2,2,"Castellano","Básica especial","Mujer",3,36,5000,7326,81,11,2,140101,1,2,2,2,2,2,2,2,2
"205",205,7326120111140101120,7326,120,11,1,140101,"CN",2,1,"Castellano","Superior universitaria completa","Hombre",3,40,5500,7326,120,11,1,140101,1,2,1,2,2,2,2,2,2
"206",206,7326140112140101632,7326,140,11,2,140101,"CN",2,2,"Castellano","Superior no universitaria completa","Mujer",3,40,1000,7326,140,11,2,140101,1,2,2,2,2,2,2,2,2
"207",207,7326140114140101632,7326,140,11,4,140101,"CN",2,4,"Castellano","Superior no universitaria completa","Mujer",3,30,1000,7326,140,11,4,140101,1,2,4,2,2,2,2,2,2
"208",208,7326198111140101120,7326,198,11,1,140101,"CN",2,1,"Castellano","Secundaria incompleta","Mujer",6,36,350,7326,198,11,1,140101,1,2,1,2,2,2,2,2,2
"209",209,7326198112140101632,7326,198,11,2,140101,"CN",2,2,"Castellano","Superior universitaria completa","Hombre",4,39,1000,7326,198,11,2,140101,1,2,2,2,2,2,2,2,2
"210",210,7326198114140101632,7326,198,11,4,140101,"CN",2,4,"Castellano","Secundaria incompleta","Mujer",3,78,500,7326,198,11,4,140101,1,2,4,2,2,2,2,2,2
"211",211,733977111140105088,7339,77,11,1,140105,"CN",2,1,"Quechua","Superior no universitaria completa","Hombre",3,40,2000,7339,77,11,1,140105,1,2,1,2,2,2,2,2,2
"212",212,7339127111140105216,7339,127,11,1,140105,"CN",2,1,"Castellano","Maestria/Doctorado","Hombre",3,52,3000,7339,127,11,1,140105,1,2,1,2,2,2,2,2,2
"213",213,736418112140106112,7364,18,11,2,140106,"CN",2,2,"Castellano","Maestria/Doctorado","Mujer",3,48,850,7364,18,11,2,140106,1,2,2,2,2,2,2,2,2
"214",214,736436111140106112,7364,36,11,1,140106,"CN",2,1,"Castellano","Secundaria completa","Hombre",4,54,150,7364,36,11,1,140106,1,2,1,2,2,2,2,2,2
"215",215,736436112140106112,7364,36,11,2,140106,"CN",2,2,"Castellano","Primaria incompleta","Mujer",3,54,180,7364,36,11,2,140106,1,2,2,2,2,2,2,2,2
"216",216,7364108112140105728,7364,108,11,2,140106,"CN",2,2,"Castellano","Secundaria incompleta","Hombre",4,60,300,7364,108,11,2,140106,1,2,2,2,2,2,2,2,2
"217",217,7364127112140105728,7364,127,11,2,140106,"CN",2,2,"Castellano","Maestria/Doctorado","Mujer",3,18,2500,7364,127,11,2,140106,1,2,2,2,2,2,2,2,2
"218",218,7364127113140106240,7364,127,11,3,140106,"CN",2,3,"Castellano","Superior universitaria completa","Hombre",4,36,380,7364,127,11,3,140106,1,2,3,2,2,2,2,2,2
"219",219,741015111140112128,7410,15,11,1,140112,"CN",4,1,"Castellano","Secundaria completa","Hombre",3,60,2700,7410,15,11,1,140112,1,4,1,2,2,2,2,2,2
"220",220,741055112140112128,7410,55,11,2,140112,"CN",4,2,"Castellano","Maestria/Doctorado","Mujer",3,40,100,7410,55,11,2,140112,1,4,2,2,2,2,2,2,2
"221",221,7442122111140300800,7442,122,11,1,140301,"CN",7,1,"Castellano","Superior no universitaria Incompleta","Mujer",4,45,180,7442,122,11,1,140301,1,7,1,2,2,2,2,2,2
"222",222,7442373111140300800,7442,373,11,1,140301,"CN",7,1,"Castellano","Secundaria completa","Hombre",4,30,140,7442,373,11,1,140301,1,7,1,2,2,2,2,2,2
"223",223,74618113140308176,7461,8,11,3,140308,"CN",8,3,"Castellano","Secundaria completa","Hombre",3,80,800,7461,8,11,3,140308,1,8,3,2,2,2,2,2,2
"224",224,746114111140308224,7461,14,11,1,140308,"CN",8,1,"Castellano","Secundaria incompleta","Hombre",4,32,200,7461,14,11,1,140308,1,8,1,2,2,2,2,2,2
"225",225,746189111140308224,7461,89,11,1,140308,"CN",8,1,"Castellano","Secundaria incompleta","Hombre",4,48,560,7461,89,11,1,140308,1,8,1,2,2,2,2,2,2
"226",226,746189112140308224,7461,89,11,2,140308,"CN",8,1,"Castellano","Secundaria incompleta","Mujer",3,36,100,7461,89,11,2,140308,1,8,1,2,2,2,2,2,2
"227",227,746189113140308224,7461,89,11,3,140308,"CN",8,1,"Castellano","Secundaria incompleta","Mujer",3,48,600,7461,89,11,3,140308,1,8,1,2,2,2,2,2,2
"228",228,746192112140308224,7461,92,11,2,140308,"CN",8,1,"Castellano","Secundaria completa","Hombre",4,48,300,7461,92,11,2,140308,1,8,1,2,2,2,2,2,2
"229",229,74926111150106816,7492,6,11,1,150106,"LM",1,1,"Castellano","Secundaria completa","Hombre",4,30,450,7492,6,11,1,150106,8,1,1,2,2,2,2,2,2
"230",230,74926112150106816,7492,6,11,2,150106,"LM",1,2,"Castellano","Superior no universitaria completa","Mujer",6,20,260,7492,6,11,2,150106,8,1,2,2,2,2,2,2,2
"231",231,749258111150106752,7492,58,11,1,150106,"LM",1,1,"Castellano","Secundaria completa","Mujer",6,8,90,7492,58,11,1,150106,8,1,1,2,2,2,2,2,2
"232",232,7492134113150106624,7492,134,11,3,150106,"LM",1,3,"Castellano","Superior universitaria completa","Hombre",3,13,250,7492,134,11,3,150106,8,1,3,2,2,2,2,2,2
"233",233,7492161111150106624,7492,161,11,1,150106,"LM",1,3,"Castellano","Secundaria incompleta","Hombre",4,48,1400,7492,161,11,1,150106,8,1,3,2,2,2,2,2,2
"234",234,7492161113150106624,7492,161,11,3,150106,"LM",1,3,"Castellano","Secundaria completa","Hombre",3,30,100,7492,161,11,3,150106,8,1,3,2,2,2,2,2,2
"235",235,752130112150135808,7521,30,11,2,150135,"LM",1,1,"Castellano","Secundaria completa","Hombre",4,3,30,7521,30,11,2,150135,8,1,1,2,2,2,2,2,2
"236",236,752165111150135808,7521,65,11,1,150135,"LM",1,1,"No escucha/no habla","Superior no universitaria completa","Hombre",4,60,240,7521,65,11,1,150135,8,1,1,2,2,2,2,2,2
"237",237,752165112150135808,7521,65,11,2,150135,"LM",1,2,"Castellano","Primaria completa","Mujer",6,18,90,7521,65,11,2,150135,8,1,2,2,2,2,2,2,2
"238",238,754119111150117760,7541,19,11,1,150117,"LM",1,2,"Castellano","Secundaria completa","Hombre",4,44,1500,7541,19,11,1,150117,8,1,2,2,2,2,2,2,2
"239",239,754162113150117760,7541,62,11,3,150117,"LM",1,2,"Castellano","Maestria/Doctorado","Hombre",3,32,120,7541,62,11,3,150117,8,1,2,2,2,2,2,2,2
"240",240,75445111150117808,7544,5,11,1,150117,"LM",1,1,"Castellano","Secundaria completa","Hombre",4,48,2000,7544,5,11,1,150117,8,1,1,2,2,2,2,2,2
"241",241,754437112150117760,7544,37,11,2,150117,"LM",1,2,"Castellano","Secundaria completa","Hombre",3,24,150,7544,37,11,2,150117,8,1,1,2,2,2,2,2,2
"242",242,754437114150117760,7544,37,11,4,150117,"LM",1,4,"Castellano","Secundaria incompleta","Mujer",4,45,200,7544,37,11,4,150117,8,1,4,2,2,2,2,2,2
"243",243,757265112150110848,7572,65,11,2,150110,"LM",1,2,"Shawi","Maestria/Doctorado","Mujer",3,0,1350,7572,65,11,2,150110,8,1,2,2,2,2,2,2,2
"244",244,773233114150101760,7732,33,11,4,150101,"LM",1,4,"Castellano","Maestria/Doctorado","Mujer",3,55,2500,7732,33,11,4,150101,8,1,4,2,2,2,2,2,2
"245",245,7732125112150102016,7732,125,11,2,150101,"LM",1,1,"Castellano","Secundaria completa","Hombre",3,66,930,7732,125,11,2,150101,8,1,1,2,2,2,2,2,2
"246",246,7732125113150101504,7732,125,11,3,150101,"LM",1,1,"Castellano","Secundaria completa","Mujer",6,6,100,7732,125,11,3,150101,8,1,1,2,2,2,2,2,2
"247",247,7732149122150102016,7732,149,12,2,150101,"LM",1,2,"Castellano","Secundaria completa","Mujer",3,40,1430,7732,149,12,2,150101,8,1,2,2,2,2,2,2,2
"248",248,7732149221150101504,7732,149,22,1,150101,"LM",1,1,"Castellano","Secundaria completa","Hombre",4,49,1250,7732,149,22,1,150101,8,1,1,2,2,2,2,2,2
"249",249,7732149222150102016,7732,149,22,2,150101,"LM",1,2,"Castellano","Secundaria completa","Mujer",4,48,990,7732,149,22,2,150101,8,1,2,2,2,2,2,2,2
"250",250,7732149223150101504,7732,149,22,3,150101,"LM",1,1,"Castellano","Secundaria completa","Mujer",3,60,1000,7732,149,22,3,150101,8,1,1,2,2,2,2,2,2
"251",251,7732149226150102016,7732,149,22,6,150101,"LM",1,4,"Castellano","Secundaria completa","Hombre",4,24,180,7732,149,22,6,150101,8,1,6,2,2,2,2,2,2
"252",252,7732195111150101504,7732,195,11,1,150101,"LM",1,1,"Castellano","Secundaria incompleta","Hombre",3,72,1350,7732,195,11,1,150101,8,1,1,2,2,2,2,2,2
"253",253,775411113150121856,7754,11,11,3,150121,"LM",1,1,"Castellano","Secundaria completa","Hombre",3,36,600,7754,11,11,3,150121,8,1,1,2,2,2,2,2,2
"254",254,775468111150121856,7754,68,11,1,150121,"LM",1,1,"Castellano","Superior no universitaria completa","Mujer",3,40,2000,7754,68,11,1,150121,8,1,1,2,2,2,2,2,2
"255",255,7754118115150121984,7754,118,11,5,150121,"LM",1,2,"Quechua","Superior no universitaria completa","Mujer",6,27,600,7754,118,11,5,150121,8,1,2,2,2,2,2,2,2
"256",256,781642112150115840,7816,42,11,2,150115,"LM",1,2,"Castellano","Básica especial","Mujer",3,0,2800,7816,42,11,2,150115,8,1,2,2,2,2,2,2,2
"257",257,781657111150115840,7816,57,11,1,150115,"LM",1,1,"Castellano","Maestria/Doctorado","Mujer",3,0,1800,7816,57,11,1,150115,8,1,1,2,2,2,2,2,2
"258",258,7816136112150115328,7816,136,11,2,150115,"LM",1,2,"Castellano","Secundaria completa","Mujer",6,49,500,7816,136,11,2,150115,8,1,2,2,2,2,2,2,2
"259",259,78316112150130816,7831,6,11,2,150130,"LM",1,1,"Castellano","Secundaria completa","Hombre",3,40,1200,7831,6,11,2,150130,8,1,1,2,2,2,2,2,2
"260",260,78316114150130816,7831,6,11,4,150130,"LM",1,1,"Castellano","Superior no universitaria completa","Hombre",3,48,2000,7831,6,11,4,150130,8,1,1,2,2,2,2,2,2
"261",261,783116111150130816,7831,16,11,1,150130,"LM",1,2,"Castellano","Maestria/Doctorado","Hombre",3,40,4000,7831,16,11,1,150130,8,1,2,2,2,2,2,2,2
"262",262,783737111150131840,7837,37,11,1,150131,"LM",1,1,"Castellano","Básica especial","Mujer",3,65,7000,7837,37,11,1,150131,8,1,1,2,2,2,2,2,2
"263",263,783737115150131840,7837,37,11,5,150131,"LM",1,1,"Castellano","Secundaria completa","Mujer",6,81,1500,7837,37,11,5,150131,8,1,1,2,2,2,2,2,2
"264",264,7837105111150132224,7837,105,11,1,150131,"LM",1,1,"Castellano","Maestria/Doctorado","Hombre",3,60,4022,7837,105,11,1,150131,8,1,1,1,2,2,2,2,2
"265",265,7837105113150132224,7837,105,11,3,150131,"LM",1,3,"Castellano","Maestria/Doctorado","Mujer",3,40,1500,7837,105,11,3,150131,8,1,3,2,2,2,2,2,2
"266",266,7837105114150131712,7837,105,11,4,150131,"LM",1,4,"Castellano","Maestria/Doctorado","Mujer",3,40,2550,7837,105,11,4,150131,8,1,4,2,2,2,2,2,2
"267",267,793715112150142848,7937,15,11,2,150142,"LM",1,2,"Castellano","Secundaria completa","Mujer",3,45,175,7937,15,11,2,150142,8,1,2,2,2,2,2,2,2
"268",268,7937110111150142464,7937,110,11,1,150142,"LM",1,1,"Castellano","Superior no universitaria completa","Hombre",3,40,930,7937,110,11,1,150142,8,1,1,2,2,2,2,2,2
"269",269,7937110113150142464,7937,110,11,3,150142,"LM",1,3,"Castellano","Secundaria completa","Hombre",3,54,1300,7937,110,11,3,150142,8,1,3,2,2,2,2,2,2
"270",270,7937130113150142464,7937,130,11,3,150142,"LM",1,3,"Castellano","Secundaria completa","Mujer",4,48,250,7937,130,11,3,150142,8,1,1,2,2,2,2,2,2
"271",271,795417114150143872,7954,17,11,4,150143,"LM",1,1,"Castellano","Secundaria completa","Mujer",3,44,935,7954,17,11,4,150143,8,1,1,2,2,2,2,2,2
"272",272,795436113150143872,7954,36,11,3,150143,"LM",1,2,"Castellano","Secundaria completa","Mujer",3,24,450,7954,36,11,3,150143,8,1,2,2,2,2,2,2,2
"273",273,795477112150143872,7954,77,11,2,150143,"LM",1,2,"Castellano","Superior universitaria completa","Mujer",3,60,4000,7954,77,11,2,150143,8,1,2,2,2,2,2,2,2
"274",274,795477114150143872,7954,77,11,4,150143,"LM",1,4,"Castellano","Maestria/Doctorado","Mujer",3,48,930,7954,77,11,4,150143,8,1,4,2,2,2,2,2,2
"275",275,795495111150143872,7954,95,11,1,150143,"LM",1,2,"Castellano","Secundaria completa","Hombre",4,56,510,7954,95,11,1,150143,8,1,2,2,2,2,2,2,2
"276",276,795495114150143872,7954,95,11,4,150143,"LM",1,2,"Castellano","Superior universitaria completa","Hombre",4,39,1700,7954,95,11,4,150143,8,1,2,2,2,2,2,2,2
"277",277,797042111150123776,7970,42,11,1,150123,"LM",1,2,"Castellano","Secundaria incompleta","Hombre",4,16,80,7970,42,11,1,150123,8,1,2,2,2,2,2,2,2
"278",278,797042113150123776,7970,42,11,3,150123,"LM",1,1,"Castellano","Maestria/Doctorado","Mujer",3,32,960,7970,42,11,3,150123,8,1,2,2,2,2,2,2,2
"279",279,797067111150123776,7970,67,11,1,150123,"LM",1,3,"Castellano","Secundaria completa","Mujer",4,48,960,7970,67,11,1,150123,8,1,3,2,2,2,2,2,2
"280",280,797067113150123776,7970,67,11,3,150123,"LM",1,3,"Castellano","Secundaria completa","Hombre",3,48,960,7970,67,11,3,150123,8,1,3,2,2,2,2,2,2
"281",281,803429111150812288,8034,29,11,1,150812,"CC",5,1,"Castellano","Secundaria incompleta","Hombre",4,66,930,8034,29,11,1,150812,2,5,1,2,2,2,2,2,2
"282",282,803458111150812288,8034,58,11,1,150812,"CC",5,1,"Castellano","Maestria/Doctorado","Mujer",4,32,100,8034,58,11,1,150812,2,5,1,2,2,2,2,2,2
"283",283,8034102111150812160,8034,102,11,1,150812,"CC",5,1,"Quechua","Primaria completa","Mujer",4,48,960,8034,102,11,1,150812,2,5,1,2,2,2,2,2,2
"284",284,8034102112150812672,8034,102,11,2,150812,"CC",5,6,"Quechua","Primaria incompleta","Hombre",4,45,1000,8034,102,11,2,150812,2,5,6,2,2,2,2,2,2
"285",285,8034102115150812160,8034,102,11,5,150812,"CC",5,6,"Castellano","Secundaria completa","Hombre",4,48,1000,8034,102,11,5,150812,2,5,6,2,2,2,2,2,2
"286",286,805262111150601216,8052,62,11,1,150601,"CC",3,1,"Castellano","Superior no universitaria Incompleta","Hombre",4,46,240,8052,62,11,1,150601,2,3,1,2,2,2,2,2,2
"287",287,805262112150601216,8052,62,11,2,150601,"CC",3,2,"Castellano","Secundaria completa","Mujer",4,16,105,8052,62,11,2,150601,2,3,2,2,2,2,2,2,2
"288",288,805262113150601216,8052,62,11,3,150601,"CC",3,3,"Castellano","Superior universitaria completa","Hombre",4,45,300,8052,62,11,3,150601,2,3,3,2,2,2,2,2,2
"289",289,805262114150601216,8052,62,11,4,150601,"CC",3,4,"Castellano","Maestria/Doctorado","Mujer",3,0,2250,8052,62,11,4,150601,2,3,4,2,2,2,2,2,2
"290",290,805297111150601216,8052,97,11,1,150601,"CC",3,1,"Castellano","Secundaria incompleta","Mujer",4,48,930,8052,97,11,1,150601,2,3,1,2,2,2,2,2,2
"291",291,805297112150601216,8052,97,11,2,150601,"CC",3,2,"Castellano","Secundaria completa","Mujer",3,51,300,8052,97,11,2,150601,2,3,2,2,2,2,2,2,2
"292",292,805297113150601216,8052,97,11,3,150601,"CC",3,1,"Castellano","Secundaria completa","Mujer",3,22,70,8052,97,11,3,150601,2,3,3,2,2,2,2,2,2
"293",293,809948111150510208,8099,48,11,1,150510,"CC",3,2,"Castellano","Secundaria completa","Hombre",4,16,80,8099,48,11,1,150510,2,3,1,2,2,2,2,2,2
"294",294,809972111150510208,8099,72,11,1,150510,"CC",3,1,"Castellano","Primaria incompleta","Mujer",4,56,540,8099,72,11,1,150510,2,3,1,2,2,2,2,2,2
"295",295,810210111150505216,8102,10,11,1,150505,"CC",5,1,"Castellano","Secundaria completa","Hombre",4,48,400,8102,10,11,1,150505,2,5,1,2,2,2,2,2,2
"296",296,810216111150505216,8102,16,11,1,150505,"CC",5,2,"Castellano","Superior universitaria completa","Hombre",3,36,2300,8102,16,11,1,150505,2,5,2,2,2,2,2,2,2
"297",297,810245113150505216,8102,45,11,3,150505,"CC",5,1,"Castellano","Superior no universitaria completa","Mujer",3,40,3000,8102,45,11,3,150505,2,5,1,2,2,2,2,2,2
"298",298,81721111150504272,8172,1,11,1,150504,"CC",7,2,"Castellano","Primaria completa","Hombre",4,44,935,8172,1,11,1,150504,2,7,1,2,2,2,2,2,2
